Context,Response,cleaned_text,tokens,predicted_sentiment
"I had to go to the emergency room today to get an X-ray of my spine. My boyfriend didn't want to sit there and wait with me. Instead, he wanted to go do things for his friends while I waited. When I was done, he was twenty minutes late in picking me up. He doesn't understand why I'm mad, and we keep bickering at each other over the smallest things. He thinks I don't have a reason to be mad, but I believe that I do.","Hi Moore, Underneath all your anger is a lot of hurt. The hurt is there because you are being disrespected. Your boyfriend (unless you've only told me a small, disproportionate part of the bigger picture) doesn't tend to treat you like you're important and he dismisses your emotions. This is happening because this is the level of ability (disability?) he has right now in a relationship. You can expect more of this behaviour (because that's who he is; it has nothing to do with you), and I hope you think carefully about whether it's working for you to be in this. You could try telling him that you are hurt, because people tend to listen more to hurt than to anger, but my guess is with him it might not make a difference. I hope you talk to someone who knows and supports you about how you're feeling in this relationship. ",hi moore underneath all your anger is a lot of hurt the hurt is there because you are being disrespected your boyfriend unless you ve only told me a small disproportionate part of the bigger picture doesn t tend to treat you like you re important and he dismisses your emotions this is happening because this is the level of ability disability he has right now in a relationship you can expect more of this behaviour because that s who he is it has nothing to do with you and i hope you think carefully about whether it s working for you to be in this you could try telling him that you are hurt because people tend to listen more to hurt than to anger but my guess is with him it might not make a difference i hope you talk to someone who knows and supports you about how you re feeling in this relationship ,"['hi', 'moor', 'underneath', 'anger', 'lot', 'hurt', 'hurt', 'disrespect', 'boyfriend', 'unless', 'told', 'small', 'disproportion', 'part', 'bigger', 'pictur', 'tend', 'treat', 'like', 'import', 'dismiss', 'emot', 'happen', 'level', 'abil', 'disabl', 'right', 'relationship', 'expect', 'behaviour', 'noth', 'hope', 'think', 'care', 'whether', 'work', 'could', 'tri', 'tell', 'hurt', 'peopl', 'tend', 'listen', 'hurt', 'anger', 'guess', 'might', 'make', 'differ', 'hope', 'talk', 'someon', 'know', 'support', 'feel', 'relationship']",Normal
"I just got married with my husband. I have four kids of my own, and he accepts me with my kids. I am thankful he loves my kids even though they’re not his. Now we are having problems in our relationship because of my past. I know all marriages have problems, but sometimes I feel it’s not going to work out if there’s no trust. It’s hard for me to let go because I love him, but I am getting tired.","Hi Louisiana,You say that the problems are with your ""past"", but my hunch is the problems are about his insecurity and his personal barriers to trust (unless you've recently revealed details of a sordid past?). You don't mention ever having hurt the trust in the relationship.Trust is the first stage in a relationship. Moving forward before they develop trust is a common mistake couples make, and now you two have involved children in a relationship that's missing a crucial element. But you didn't see this coming, did you? That's because only as we become emotionally intimate do our deeper fears and insecurities come to the surface. I give you credit for wanting it to work, and I believe you would benefit from the support of a therapist in working through the kinks related to trust. Good luck!",hi louisiana you say that the problems are with your past but my hunch is the problems are about his insecurity and his personal barriers to trust unless you ve recently revealed details of a sordid past you don t mention ever having hurt the trust in the relationship trust is the first stage in a relationship moving forward before they develop trust is a common mistake couples make and now you two have involved children in a relationship that s missing a crucial element but you didn t see this coming did you that s because only as we become emotionally intimate do our deeper fears and insecurities come to the surface i give you credit for wanting it to work and i believe you would benefit from the support of a therapist in working through the kinks related to trust good luck ,"['hi', 'louisiana', 'say', 'problem', 'past', 'hunch', 'problem', 'insecur', 'person', 'barrier', 'trust', 'unless', 'recent', 'reveal', 'detail', 'sordid', 'past', 'mention', 'ever', 'hurt', 'trust', 'relationship', 'trust', 'first', 'stage', 'relationship', 'move', 'forward', 'develop', 'trust', 'common', 'mistak', 'coupl', 'make', 'two', 'involv', 'children', 'relationship', 'miss', 'crucial', 'element', 'see', 'come', 'becom', 'emot', 'intim', 'deeper', 'fear', 'insecur', 'come', 'surfac', 'give', 'credit', 'want', 'work', 'believ', 'would', 'benefit', 'support', 'therapist', 'work', 'kink', 'relat', 'trust', 'good', 'luck']",Suicidal
"I use to be so happy. No matter what, I always was happy. I got into a relationship with this guy. I love him so much. We’re both teenagers. The week after his birthday, my mom made me stop talking to him. It broke me. He came to my house and talked to her, and she let us date again but not see each other. He comes up to my school every day and it tears me apart that I have to lie to her.","Hi Los Angeles, I can tell you have a moral backbone because it's hurting you to lie to your mom. I always say that a little bit of guilt is healthy because it teaches us who we want to be. Listen to that voice. You don't have to lie to your mom to get what you want.Now, you don't say how old you are, so part of my answer is going to be a bit vague. There's a big difference between being thirteen and your mom telling you what to do and being nineteen and your mom telling you what to do. The thing is that moms and dads start out making all your decisions for you when you're small, and they're supposed to, very gradually, give that control over to you. Different parents do this at different speeds, but in general you have to earn that freedom and trust...it's not just gonna be handed over to you. You might not like this part...your parent has the right to make the rules. My guess is there's a reason why mom is holding you back. Even if it doesn't make sense to you, breaking her rules isn't going to get you what you want...which is freedom, right? I guarantee you that mom wants you to eventually earn freedom...but she's not supposed to give it to you until you're ready because her first job is to keep you safe. I like that your mom has limits for you. Too many parents are sort of looking the other way, busy with their own thing. Whether you know it or not, you need protection like all kids do (appropriate for your age, of course).It sounds like what you want to say to your mom is ""I want to make my own decisions about who I spend time with"". That's a normal wish, and I encourage you to say that to her. Depending on your age and whether you've earned it, she might listen. So, you're sending her that message that you want to send, but you're doing it in a sneaky way, and that's not going to go well when she finds out. It's called ""passive aggressive"" when you say something with a sneaky behaviour rather than with words. It's not a very healthy way of sending a message, because people feel disrespected. My guess is that your best bet is to be honest with mom, stop the sneaking around and come up with a detailed plan of how you're going to earn your freedom...eventually. She might listen to that.",hi los angeles i can tell you have a moral backbone because it s hurting you to lie to your mom i always say that a little bit of guilt is healthy because it teaches us who we want to be listen to that voice you don t have to lie to your mom to get what you want now you don t say how old you are so part of my answer is going to be a bit vague there s a big difference between being thirteen and your mom telling you what to do and being nineteen and your mom telling you what to do the thing is that moms and dads start out making all your decisions for you when you re small and they re supposed to very gradually give that control over to you different parents do this at different speeds but in general you have to earn that freedom and trust it s not just gonna be handed over to you you might not like this part your parent has the right to make the rules my guess is there s a reason why mom is holding you back even if it doesn t make sense to you breaking her rules isn t going to get you what you want which is freedom right i guarantee you that mom wants you to eventually earn freedom but she s not supposed to give it to you until you re ready because her first job is to keep you safe i like that your mom has limits for you too many parents are sort of looking the other way busy with their own thing whether you know it or not you need protection like all kids do appropriate for your age of course it sounds like what you want to say to your mom is i want to make my own decisions about who i spend time with that s a normal wish and i encourage you to say that to her depending on your age and whether you ve earned it she might listen so you re sending her that message that you want to send but you re doing it in a sneaky way and that s not going to go well when she finds out it s called passive aggressive when you say something with a sneaky behaviour rather than with words it s not a very healthy way of sending a message because people feel disrespected my guess is that your best bet is to be honest with mom stop the sneaking around and come up with a detailed plan of how you re going to earn your freedom eventually she might listen to that ,"['hi', 'lo', 'angel', 'tell', 'moral', 'backbon', 'hurt', 'lie', 'mom', 'alway', 'say', 'littl', 'bit', 'guilt', 'healthi', 'teach', 'us', 'want', 'listen', 'voic', 'lie', 'mom', 'get', 'want', 'say', 'old', 'part', 'answer', 'go', 'bit', 'vagu', 'big', 'differ', 'thirteen', 'mom', 'tell', 'nineteen', 'mom', 'tell', 'thing', 'mom', 'dad', 'start', 'make', 'decis', 'small', 'suppos', 'gradual', 'give', 'control', 'differ', 'parent', 'differ', 'speed', 'gener', 'earn', 'freedom', 'trust', 'gon', 'na', 'hand', 'might', 'like', 'part', 'parent', 'right', 'make', 'rule', 'guess', 'reason', 'mom', 'hold', 'back', 'even', 'make', 'sens', 'break', 'rule', 'go', 'get', 'want', 'freedom', 'right', 'guarante', 'mom', 'want', 'eventu', 'earn', 'freedom', 'suppos', 'give', 'readi', 'first', 'job', 'keep', 'safe', 'like', 'mom', 'limit', 'mani', 'parent', 'sort', 'look', 'way', 'busi', 'thing', 'whether', 'know', 'need', 'protect', 'like', 'kid', 'appropri', 'age', 'cours', 'sound', 'like', 'want', 'say', 'mom', 'want', 'make', 'decis', 'spend', 'time', 'normal', 'wish', 'encourag', 'say', 'depend', 'age', 'whether', 'earn', 'might', 'listen', 'send', 'messag', 'want', 'send', 'sneaki', 'way', 'go', 'go', 'well', 'find', 'call', 'passiv', 'aggress', 'say', 'someth', 'sneaki', 'behaviour', 'rather', 'word', 'healthi', 'way', 'send', 'messag', 'peopl', 'feel', 'disrespect', 'guess', 'best', 'bet', 'honest', 'mom', 'stop', 'sneak', 'around', 'come', 'detail', 'plan', 'go', 'earn', 'freedom', 'eventu', 'might', 'listen']",Suicidal
"It takes me a long time to fall asleep; I’d estimate about two hours. I often have nightmares, starting with being eaten by a monster, and I often wake up frightened and unable to breathe.

I believe I started losing sleep after breaking up with a girlfriend of 8 years. Also, my father’s business went bankrupt and my mother has a chronic condition. I was under a lot of stress, and life lost meaning.

After improving my life and developing a habit of running and exercise to release stress, my symptoms improved. However in the past couple months, I started losing sleep again and having nightmares without warning. How can I solve this issue?","
You’re noticing that as you lie down to go to sleep, there
is quite a bit going on, which may be anxiety related. It sounds like the
dreams and difficulty sleeping are reminiscent of previous experiences you had
around the time of your break up, the difficulty with your father’s business,
and your mother’s health issues. These connections to past events may be
important insights to continue exploring in addition to finding out more about
what your dreams may be trying to tell you. There is no exact science to
dreams, but many people find it fruitful to explore the content as it relates to
significant themes in their lives. I think that exploring these issues further with
a therapist could help you resolve whatever is causing you the stress, trouble sleeping, and frightening dreams.
", you re noticing that as you lie down to go to sleep there is quite a bit going on which may be anxiety related it sounds like the dreams and difficulty sleeping are reminiscent of previous experiences you had around the time of your break up the difficulty with your father s business and your mother s health issues these connections to past events may be important insights to continue exploring in addition to finding out more about what your dreams may be trying to tell you there is no exact science to dreams but many people find it fruitful to explore the content as it relates to significant themes in their lives i think that exploring these issues further with a therapist could help you resolve whatever is causing you the stress trouble sleeping and frightening dreams ,"['notic', 'lie', 'go', 'sleep', 'quit', 'bit', 'go', 'may', 'anxieti', 'relat', 'sound', 'like', 'dream', 'difficulti', 'sleep', 'reminisc', 'previou', 'experi', 'around', 'time', 'break', 'difficulti', 'father', 'busi', 'mother', 'health', 'issu', 'connect', 'past', 'event', 'may', 'import', 'insight', 'continu', 'explor', 'addit', 'find', 'dream', 'may', 'tri', 'tell', 'exact', 'scienc', 'dream', 'mani', 'peopl', 'find', 'fruit', 'explor', 'content', 'relat', 'signific', 'theme', 'live', 'think', 'explor', 'issu', 'therapist', 'could', 'help', 'resolv', 'whatev', 'caus', 'stress', 'troubl', 'sleep', 'frighten', 'dream']",Stress
"I'm supposed to stay here the rest of my academic life, but I've never liked it here, not even before I came. I’ve never felt like I belong, I’ve missed my country every second in the past four months, and I'm just miserable. I'm gaining weight, doing nothing, and crying for hours straight. Is it time to go back home or is it just culture shock?","It sounds like you are feeling very unsure and out of place and the prospect of continuing to feel as you do now for the remainder of schooling seems daunting. Without getting to know more about you and your experiences here and at home, it is hard to say what you should do, however, I think exploring these things with a competent therapist may help you to discover the answer.",it sounds like you are feeling very unsure and out of place and the prospect of continuing to feel as you do now for the remainder of schooling seems daunting without getting to know more about you and your experiences here and at home it is hard to say what you should do however i think exploring these things with a competent therapist may help you to discover the answer ,"['sound', 'like', 'feel', 'unsur', 'place', 'prospect', 'continu', 'feel', 'remaind', 'school', 'seem', 'daunt', 'without', 'get', 'know', 'experi', 'home', 'hard', 'say', 'howev', 'think', 'explor', 'thing', 'compet', 'therapist', 'may', 'help', 'discov', 'answer']",Stress
"Hello, I have a cousin in my family who has been making me feel belittled, insecure, and frustrated during her stay here in the city. I know she comes from a place of love, but she has always been short-fused and highly temperamental if something doesn't work out the way she planned it. I have tried my best to coordinate plans with her, but she always ends up frustrated about the lack of communication I seem to have on my part and then makes condescending comments about my character that include: inconsiderate, negative, oblivious, and self consumed. 

I have tried to talk to her openly about this, but it always comes back as an attack on my character and I have never heard these comments from anyone else before. I have been thinking a lot about her comments and whether I truly am an inconsiderate person who is not thoughtful, spatially aware of surroundings/people, or positive, but in the end, I am feeling awfully hurt about how this has affected our relationship. 

What can I do?","It sounds like you are feeling pretty criticized by your cousin and at the same time you are wondering whether or not there is some truth in what she is saying. It also sounds like you would like to see if you can find a new way to relate to your cousin, so that your relationship can be more satisfying. If you can find a competent therapist to work with, there may be a great deal of opportunity to learn more about how you relate to people in the world and to learn strategies to show up in your relationship with your cousin in a way that feels right to you.",it sounds like you are feeling pretty criticized by your cousin and at the same time you are wondering whether or not there is some truth in what she is saying it also sounds like you would like to see if you can find a new way to relate to your cousin so that your relationship can be more satisfying if you can find a competent therapist to work with there may be a great deal of opportunity to learn more about how you relate to people in the world and to learn strategies to show up in your relationship with your cousin in a way that feels right to you ,"['sound', 'like', 'feel', 'pretti', 'critic', 'cousin', 'time', 'wonder', 'whether', 'truth', 'say', 'also', 'sound', 'like', 'would', 'like', 'see', 'find', 'new', 'way', 'relat', 'cousin', 'relationship', 'satisfi', 'find', 'compet', 'therapist', 'work', 'may', 'great', 'deal', 'opportun', 'learn', 'relat', 'peopl', 'world', 'learn', 'strategi', 'show', 'relationship', 'cousin', 'way', 'feel', 'right']",Suicidal
"I've worked with this guy for about three years now, and I knew the first time I saw him that I was attracted. Over time, he became a very dear friend, and we talked about our relationship problems, family, dreams, and so on. There was always flirtation with us, and one day pretty recently, it progressed to making out. We agreed to keep it quiet, and we did, but in the back of my mind, I hoped it would become something more. It didn't, and three months later, I'm still not over it.

I'm trying so hard to maintain the friendship because that's what he wants. We're no longer in the same office, which I thought would help me get over these feelings, but we still talk about work, and he's constantly touching me, so I'm still very drawn to him. He's a hugger and such a sweet guy, so I find myself fantasizing all the time about what could have been and what could still be, but he's clearly not interested. He's younger than me and prefers model types, but I see him checking me out a lot, which gives me hope. How do I get him out of my system and still maintain the friendship?","It sounds like you have mixed feelings and motivations - which is understandable. On the one hand you want to get over him, on the other you are still holding out hope for something more. It will be really hard to let go of him and create friend boundaries so long as there is a part of you holding on to the idea of something more. If you are being really honest with yourself you might need to acknowledge that you are not really striving to get him out of your system - that you have not really given up hope of having a relationship with him. If you are whole-heartedly committed to moving past the sexual and romantic parts of your relationship and just having a friendship than refraining from all the touching would be a good place to start. It is hard to ""just be friends"" when all your sex and bonding hormones are coursing through your veins. ",it sounds like you have mixed feelings and motivations which is understandable on the one hand you want to get over him on the other you are still holding out hope for something more it will be really hard to let go of him and create friend boundaries so long as there is a part of you holding on to the idea of something more if you are being really honest with yourself you might need to acknowledge that you are not really striving to get him out of your system that you have not really given up hope of having a relationship with him if you are whole heartedly committed to moving past the sexual and romantic parts of your relationship and just having a friendship than refraining from all the touching would be a good place to start it is hard to just be friends when all your sex and bonding hormones are coursing through your veins ,"['sound', 'like', 'mix', 'feel', 'motiv', 'understand', 'one', 'hand', 'want', 'get', 'still', 'hold', 'hope', 'someth', 'realli', 'hard', 'let', 'go', 'creat', 'friend', 'boundari', 'long', 'part', 'hold', 'idea', 'someth', 'realli', 'honest', 'might', 'need', 'acknowledg', 'realli', 'strive', 'get', 'system', 'realli', 'given', 'hope', 'relationship', 'whole', 'heartedli', 'commit', 'move', 'past', 'sexual', 'romant', 'part', 'relationship', 'friendship', 'refrain', 'touch', 'would', 'good', 'place', 'start', 'hard', 'friend', 'sex', 'bond', 'hormon', 'cours', 'vein']",Suicidal
"How do I make myself happy without the people who made me happy? Now that they’re gone, I feel sad. It’s been two months now but I seem to be unable to stay okay and independent.","It sounds like you have been feeling pretty down, since the loss of a relationship, and you're wondering how to be happy by yourself. Intimacy is a very natural human desire and at the same time learning to enjoy ourselves, even when we are alone, can strengthen our ability to lead a satisfying life in and out of relationship. Working with a therapist, you may be able to gain insight into how you show up in your relationships with yourself and others and discover more fulfilling ways to do so.",it sounds like you have been feeling pretty down since the loss of a relationship and you re wondering how to be happy by yourself intimacy is a very natural human desire and at the same time learning to enjoy ourselves even when we are alone can strengthen our ability to lead a satisfying life in and out of relationship working with a therapist you may be able to gain insight into how you show up in your relationships with yourself and others and discover more fulfilling ways to do so ,"['sound', 'like', 'feel', 'pretti', 'sinc', 'loss', 'relationship', 'wonder', 'happi', 'intimaci', 'natur', 'human', 'desir', 'time', 'learn', 'enjoy', 'even', 'alon', 'strengthen', 'abil', 'lead', 'satisfi', 'life', 'relationship', 'work', 'therapist', 'may', 'abl', 'gain', 'insight', 'show', 'relationship', 'other', 'discov', 'fulfil', 'way']",Suicidal
I'm unemployed just relocated. I can't get approved for a place to live because of past mistakes which follow me to this day. I'm depressed and on the verge of loosing my partner because I'm overwhelmed and have trouble functioning on a daily basis. I see no light at the end of this tunnel and need some help. I see no point in this chaos infested joke some call life.,"It sounds like you are feeling like things are hopeless and out of control and you're not sure what to do about it. If you can find a competent therapist to work with, together you may be able to come up with some strategies for alleviating the overwhelming distress that you are experiencing and gain some insight into what may be contributing to these challenges. Additionally, a therapist may be able to support you in getting back on your feet in regards to work, a place to live, and showing up with your partner in a way that will be more satisfying to you.",it sounds like you are feeling like things are hopeless and out of control and you re not sure what to do about it if you can find a competent therapist to work with together you may be able to come up with some strategies for alleviating the overwhelming distress that you are experiencing and gain some insight into what may be contributing to these challenges additionally a therapist may be able to support you in getting back on your feet in regards to work a place to live and showing up with your partner in a way that will be more satisfying to you ,"['sound', 'like', 'feel', 'like', 'thing', 'hopeless', 'control', 'sure', 'find', 'compet', 'therapist', 'work', 'togeth', 'may', 'abl', 'come', 'strategi', 'allevi', 'overwhelm', 'distress', 'experienc', 'gain', 'insight', 'may', 'contribut', 'challeng', 'addit', 'therapist', 'may', 'abl', 'support', 'get', 'back', 'feet', 'regard', 'work', 'place', 'live', 'show', 'partner', 'way', 'satisfi']",Suicidal
"That phrase makes me crazy. It happens anytime I point out something to my husband that he needs to change, such as looking up from his iPad long enough for me to tell him the grandbaby almost pulled the shelf unit over or explaining to him that I got all the things he needs to bake a pie. Another example is when he opens the front door, the dog runs out if he doesn't pick him up. Over and over again, he lets the dog run out, and I am afraid he will get hit by a car.","I empathize with your feeling ""crazy"" hearing your husband yell ""enough"" in response to you wanting to make a point to him.When the immediate situation has calmed down,  have you ever told him that this upsets you?  Is it possible he simply is not aware that you feel upset by how he talks to you?Keep in mind too that what you believe your husband must change, may not agree with his opinion on what he needs to change.A helpful starting place for the two of you to discuss once the immediate situation has calmed down, is what you each feel would have been a reasonable way of handling the situation that just happened.By learning more about how the other person thinks and feels, it will be easier to know what to expect form each other.Even if you disagree about what is best, knowing that there are differences between you may make living with them easier to accept, or at least not be surprised and startled by them.Sending good luck to both of you!",i empathize with your feeling crazy hearing your husband yell enough in response to you wanting to make a point to him when the immediate situation has calmed down have you ever told him that this upsets you is it possible he simply is not aware that you feel upset by how he talks to you keep in mind too that what you believe your husband must change may not agree with his opinion on what he needs to change a helpful starting place for the two of you to discuss once the immediate situation has calmed down is what you each feel would have been a reasonable way of handling the situation that just happened by learning more about how the other person thinks and feels it will be easier to know what to expect form each other even if you disagree about what is best knowing that there are differences between you may make living with them easier to accept or at least not be surprised and startled by them sending good luck to both of you ,"['empath', 'feel', 'crazi', 'hear', 'husband', 'yell', 'enough', 'respons', 'want', 'make', 'point', 'immedi', 'situat', 'calm', 'ever', 'told', 'upset', 'possibl', 'simpli', 'awar', 'feel', 'upset', 'talk', 'keep', 'mind', 'believ', 'husband', 'must', 'chang', 'may', 'agre', 'opinion', 'need', 'chang', 'help', 'start', 'place', 'two', 'discuss', 'immedi', 'situat', 'calm', 'feel', 'would', 'reason', 'way', 'handl', 'situat', 'happen', 'learn', 'person', 'think', 'feel', 'easier', 'know', 'expect', 'form', 'even', 'disagre', 'best', 'know', 'differ', 'may', 'make', 'live', 'easier', 'accept', 'least', 'surpris', 'startl', 'send', 'good', 'luck']",Suicidal
"My boyfriend moved in with me a few months ago. I love him, but his dog is wrecking my house. Every day we get home, there is a huge mess on the floor, and several things will be ripped up (including the couch). He's slowly eating all of the doors, and there will be food and poop everywhere. Even though I come home during all of my breaks to take him out, he still poops and pees in the house every chance. I can't financially afford to have the dog wrecking my house. I've tried talking to my boyfriend about the dog to try and come up with a solution, but it never ends well. The dog is the only thing we fight about because I want him out of the house and my boyfriend doesn't want to see him go. It’s not the dog fault though; I understand that. The dog is only a year old, and he isn't a bad dog. He's just too big of a dog for where he is; he should be a farm dog instead of a town dog. I don't hate the dog, but I just can't afford to continue having my house torn to pieces.","Every living creature needs time and support to adjust to a new situation.The dog is in a new place without the ability to understand the reason.  This may explain what sounds like the dog's agitation.  Have you spoken with your boyfriend on his opinion on how to address the dog behavior problems?Finding an answer together would be a good way of making your relationship stronger.  A lot of being a couple who live together is talking, listening and deciding together on how to handle major situations.If it is affordable, then a dog behaviorist may be of great help.  The person would guide you in working with the dog to become calmer.",every living creature needs time and support to adjust to a new situation the dog is in a new place without the ability to understand the reason this may explain what sounds like the dog s agitation have you spoken with your boyfriend on his opinion on how to address the dog behavior problems finding an answer together would be a good way of making your relationship stronger a lot of being a couple who live together is talking listening and deciding together on how to handle major situations if it is affordable then a dog behaviorist may be of great help the person would guide you in working with the dog to become calmer ,"['everi', 'live', 'creatur', 'need', 'time', 'support', 'adjust', 'new', 'situat', 'dog', 'new', 'place', 'without', 'abil', 'understand', 'reason', 'may', 'explain', 'sound', 'like', 'dog', 'agit', 'spoken', 'boyfriend', 'opinion', 'address', 'dog', 'behavior', 'problem', 'find', 'answer', 'togeth', 'would', 'good', 'way', 'make', 'relationship', 'stronger', 'lot', 'coupl', 'live', 'togeth', 'talk', 'listen', 'decid', 'togeth', 'handl', 'major', 'situat', 'afford', 'dog', 'behaviorist', 'may', 'great', 'help', 'person', 'would', 'guid', 'work', 'dog', 'becom', 'calmer']",Normal
"It has been going on more often lately, but not all the time. It has been starting to affect my driving, among other things.",It's important to make an appointment with a neurologist and ophthalmologist ASAP for evaluation. There are medical conditions that can create this effect.,it s important to make an appointment with a neurologist and ophthalmologist asap for evaluation there are medical conditions that can create this effect ,"['import', 'make', 'appoint', 'neurologist', 'ophthalmologist', 'asap', 'evalu', 'medic', 'condit', 'creat', 'effect']",Normal
"I'm a teenager, and I struggle with going out and talking to people. I feel awful about leaving home. I know I can't afford a therapist so I don't know what my problem is, but I think I might have social anxiety.","If you are noticing that anxiety tends to be triggered around interactions with others, then you may have social anxiety. Working with a therapist, you may be able to gain insight into the nature of the anxiety, develop tools for coping with it, and take steps that may alleviate it over time, so that you can enjoy your interactions with others. If you are short on money, there still may be options for you to be able to see a therapist. Check with your insurance provider about your behavioral health coverage. If you have medicaid/apple care, there are some private practice therapists who accept this form of insurance, as well as community clinics which do. If you are not insured, some therapists and clinics will work on a sliding fee scale, and accept either low fee or may even work with you pro-bono (for free).",if you are noticing that anxiety tends to be triggered around interactions with others then you may have social anxiety working with a therapist you may be able to gain insight into the nature of the anxiety develop tools for coping with it and take steps that may alleviate it over time so that you can enjoy your interactions with others if you are short on money there still may be options for you to be able to see a therapist check with your insurance provider about your behavioral health coverage if you have medicaid apple care there are some private practice therapists who accept this form of insurance as well as community clinics which do if you are not insured some therapists and clinics will work on a sliding fee scale and accept either low fee or may even work with you pro bono for free ,"['notic', 'anxieti', 'tend', 'trigger', 'around', 'interact', 'other', 'may', 'social', 'anxieti', 'work', 'therapist', 'may', 'abl', 'gain', 'insight', 'natur', 'anxieti', 'develop', 'tool', 'cope', 'take', 'step', 'may', 'allevi', 'time', 'enjoy', 'interact', 'other', 'short', 'money', 'still', 'may', 'option', 'abl', 'see', 'therapist', 'check', 'insur', 'provid', 'behavior', 'health', 'coverag', 'medicaid', 'appl', 'care', 'privat', 'practic', 'therapist', 'accept', 'form', 'insur', 'well', 'commun', 'clinic', 'insur', 'therapist', 'clinic', 'work', 'slide', 'fee', 'scale', 'accept', 'either', 'low', 'fee', 'may', 'even', 'work', 'pro', 'bono', 'free']",Bipolar
"People who are parental figures in my life have, in the past, hurt me, and some continue to do so. It makes me feel like I'm not good enough for my husband or the life he provides me. I have had jobs, but I am going through a lot of my past garbage and trying to figure out when it all went wrong. Any time I bring these things up, I am expected to be over the issue. These are people that you can't just cut out, but I have never received apologies for so much of my pain. I don't know what to do any more. I don't know who I am anymore.","It sounds like you have been thinking about how past hurts have influenced you, and when you try to talk about these hurts with people in your life, you are feeling invalidated. It also sounds like current conflicts are continuing to leave you feeling hurt and devalued. In working with a therapist, you may be able to get some clarity about your past, who you are, and what kinds of boundaries you want in your relationships, so that you can lead a life that is more satisfying to you.",it sounds like you have been thinking about how past hurts have influenced you and when you try to talk about these hurts with people in your life you are feeling invalidated it also sounds like current conflicts are continuing to leave you feeling hurt and devalued in working with a therapist you may be able to get some clarity about your past who you are and what kinds of boundaries you want in your relationships so that you can lead a life that is more satisfying to you ,"['sound', 'like', 'think', 'past', 'hurt', 'influenc', 'tri', 'talk', 'hurt', 'peopl', 'life', 'feel', 'invalid', 'also', 'sound', 'like', 'current', 'conflict', 'continu', 'leav', 'feel', 'hurt', 'devalu', 'work', 'therapist', 'may', 'abl', 'get', 'clariti', 'past', 'kind', 'boundari', 'want', 'relationship', 'lead', 'life', 'satisfi']",Suicidal
"That phrase makes me crazy. It happens anytime I point out something to my husband that he needs to change, such as looking up from his iPad long enough for me to tell him the grandbaby almost pulled the shelf unit over or explaining to him that I got all the things he needs to bake a pie. Another example is when he opens the front door, the dog runs out if he doesn't pick him up. Over and over again, he lets the dog run out, and I am afraid he will get hit by a car.","It's hard to say what is okay and what is not okay, as it depends on what you and your husband feel is appropriate in your relationship. If you are feeling like you need to walk on eggshells or that you can't speak your mind and say how you feel, then that sounds like a problem. I would recommend having an open discussion with your husband about communication between the two of you in general. Do this during a time when there is little or no conflict and emotions are not heightened. Let him know how you feel and give him specific ideas of how you would like him to respond instead of saying, ""enough."" Additionally, try and see his perspective and understand why he shuts you down. Perhaps, he feels like he is being told what to do constantly or that he gets little positive feedback from you. An open dialogue about how to discuss issues going forward will likely help. Seeing a couple's therapist will also greatly assist with teaching better communication skills and seeing if there are underlying issues that need resolution. Best of luck to you guys.",it s hard to say what is okay and what is not okay as it depends on what you and your husband feel is appropriate in your relationship if you are feeling like you need to walk on eggshells or that you can t speak your mind and say how you feel then that sounds like a problem i would recommend having an open discussion with your husband about communication between the two of you in general do this during a time when there is little or no conflict and emotions are not heightened let him know how you feel and give him specific ideas of how you would like him to respond instead of saying enough additionally try and see his perspective and understand why he shuts you down perhaps he feels like he is being told what to do constantly or that he gets little positive feedback from you an open dialogue about how to discuss issues going forward will likely help seeing a couple s therapist will also greatly assist with teaching better communication skills and seeing if there are underlying issues that need resolution best of luck to you guys ,"['hard', 'say', 'okay', 'okay', 'depend', 'husband', 'feel', 'appropri', 'relationship', 'feel', 'like', 'need', 'walk', 'eggshel', 'speak', 'mind', 'say', 'feel', 'sound', 'like', 'problem', 'would', 'recommend', 'open', 'discuss', 'husband', 'commun', 'two', 'gener', 'time', 'littl', 'conflict', 'emot', 'heighten', 'let', 'know', 'feel', 'give', 'specif', 'idea', 'would', 'like', 'respond', 'instead', 'say', 'enough', 'addit', 'tri', 'see', 'perspect', 'understand', 'shut', 'perhap', 'feel', 'like', 'told', 'constantli', 'get', 'littl', 'posit', 'feedback', 'open', 'dialogu', 'discuss', 'issu', 'go', 'forward', 'like', 'help', 'see', 'coupl', 'therapist', 'also', 'greatli', 'assist', 'teach', 'better', 'commun', 'skill', 'see', 'underli', 'issu', 'need', 'resolut', 'best', 'luck', 'guy']",Suicidal
